,name,path,target,audio-length,time
430,OAF_doll_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_doll_happy.wav,happy,43351,1.966031746031746
2276,OAF_red_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_red_disgust.wav,disgust,49500,2.2448979591836733
1828,YAF_chief_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_chief_fear.wav,fear,38258,1.7350566893424035
916,YAF_shirt_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_shirt_happy.wav,happy,45706,2.0728344671201815
2167,OAF_bone_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_bone_neutral.wav,neutral,44642,2.024580498866213
116,YAF_fail_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_fail_disgust.wav,disgust,50688,2.2987755102040817
1022,YAF_king_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_king_neutral.wav,neutral,47542,2.1560997732426306
1809,YAF_room_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_room_fear.wav,fear,38551,1.748344671201814
2295,OAF_limb_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_limb_disgust.wav,disgust,54710,2.4811791383219957
2604,OAF_check_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_check_sad.wav,sad,52470,2.379591836734694
1456,OAF_voice_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_voice_angry.wav,angry,35040,1.5891156462585034
111,YAF_merge_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_merge_disgust.wav,disgust,59845,2.7140589569160998
2350,OAF_wife_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_wife_disgust.wav,disgust,54755,2.483219954648526
1710,YAF_mouse_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_mouse_ps.wav,surprise,43456,1.9707936507936508
2797,OAF_met_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_met_sad.wav,sad,53902,2.44453514739229
286,OAF_calm_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_calm_ps.wav,surprise,49213,2.2318820861678006
1677,YAF_tire_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_tire_ps.wav,surprise,42121,1.910249433106576
1107,YAF_dip_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_dip_neutral.wav,neutral,46282,2.098956916099773
671,YAF_pole_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_pole_sad.wav,sad,51581,2.3392743764172335
2229,OAF_boat_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_boat_disgust.wav,disgust,48628,2.2053514739229025
75,YAF_chair_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_chair_disgust.wav,disgust,54530,2.473015873015873
1327,OAF_void_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_void_fear.wav,fear,37954,1.7212698412698413
1714,YAF_keg_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_keg_ps.wav,surprise,39270,1.7809523809523808
2482,YAF_bath_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_bath_angry.wav,angry,49472,2.243628117913832
1709,YAF_week_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_week_ps.wav,surprise,51982,2.3574603174603173
526,OAF_raid_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_raid_happy.wav,happy,44166,2.0029931972789115
891,YAF_moon_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_moon_happy.wav,happy,39323,1.7833560090702947
1431,OAF_cause_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_cause_angry.wav,angry,37394,1.695873015873016
2317,OAF_long_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_long_disgust.wav,disgust,49788,2.2579591836734694
158,YAF_gas_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_gas_disgust.wav,disgust,60237,2.7318367346938777
109,YAF_bite_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_bite_disgust.wav,disgust,51868,2.3522902494331066
441,OAF_note_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_note_happy.wav,happy,45048,2.0429931972789115
1152,YAF_chair_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_chair_neutral.wav,neutral,45772,2.075827664399093
1198,YAF_sure_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_sure_neutral.wav,neutral,41465,1.8804988662131519
1836,YAF_shall_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_shall_fear.wav,fear,39876,1.80843537414966
519,OAF_yearn_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_yearn_happy.wav,happy,47673,2.1620408163265306
2364,OAF_lot_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_lot_disgust.wav,disgust,52357,2.374467120181406
61,YAF_live_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_live_disgust.wav,disgust,54844,2.4872562358276644
1739,YAF_bean_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_bean_ps.wav,surprise,49762,2.256780045351474
1910,YAF_neat_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_neat_fear.wav,fear,36268,1.6448072562358276
2244,OAF_size_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_size_disgust.wav,disgust,55232,2.5048526077097506
471,OAF_ditch_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_ditch_happy.wav,happy,45287,2.0538321995464854
2778,OAF_moon_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_moon_sad.wav,sad,57392,2.60281179138322
736,YAF_ripe_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_ripe_sad.wav,sad,46839,2.1242176870748297
2611,OAF_whip_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_whip_sad.wav,sad,54567,2.4746938775510205
1236,OAF_gap_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_gap_fear.wav,fear,37220,1.6879818594104308
74,YAF_sail_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_sail_disgust.wav,disgust,55814,2.53124716553288
417,OAF_fail_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_fail_happy.wav,happy,43553,1.9751927437641723
1032,YAF_lean_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_lean_neutral.wav,neutral,46555,2.111337868480726
1373,OAF_life_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_life_fear.wav,fear,39885,1.808843537414966
1378,OAF_lot_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_lot_fear.wav,fear,34075,1.5453514739229024
1433,OAF_wheat_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_wheat_angry.wav,angry,33806,1.5331519274376417
2565,YAF_sell_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_sell_angry.wav,angry,45650,2.070294784580499
100,YAF_dodge_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_dodge_disgust.wav,disgust,57608,2.612607709750567
2554,YAF_pole_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_pole_angry.wav,angry,48012,2.1774149659863946
937,YAF_haze_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_haze_happy.wav,happy,46560,2.11156462585034
858,YAF_came_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_came_happy.wav,happy,48904,2.2178684807256235
1981,YAF_gun_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_gun_fear.wav,fear,37486,1.7000453514739229
2361,OAF_thumb_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_thumb_disgust.wav,disgust,48205,2.1861678004535148
2005,OAF_gun_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_gun_neutral.wav,neutral,43443,1.9702040816326531
620,YAF_thin_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_thin_sad.wav,sad,50549,2.2924716553287983
912,YAF_thin_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_thin_happy.wav,happy,43350,1.965986394557823
267,OAF_late_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_late_ps.wav,surprise,43179,1.958231292517007
2070,OAF_make_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_make_neutral.wav,neutral,42623,1.933015873015873
1760,YAF_such_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_such_ps.wav,surprise,43836,1.9880272108843537
379,OAF_shall_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_shall_ps.wav,surprise,48326,2.191655328798186
2278,OAF_witch_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_witch_disgust.wav,disgust,54022,2.4499773242630387
2285,OAF_love_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_love_disgust.wav,disgust,52342,2.3737868480725623
322,OAF_jail_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_jail_ps.wav,surprise,44549,2.0203628117913834
889,YAF_knock_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_knock_happy.wav,happy,41448,1.8797278911564625
396,OAF_neat_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Pleasant_surprise/OAF_neat_ps.wav,surprise,46051,2.0884807256235827
2106,OAF_late_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_late_neutral.wav,neutral,44608,2.0230385487528344
1360,OAF_rain_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_rain_fear.wav,fear,35607,1.614829931972789
1519,OAF_bar_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_bar_angry.wav,angry,35647,1.6166439909297052
1062,YAF_which_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_which_neutral.wav,neutral,44563,2.020997732426304
2336,OAF_seize_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_disgust/OAF_seize_disgust.wav,disgust,55659,2.52421768707483
1204,OAF_pole_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_pole_fear.wav,fear,43793,1.986077097505669
1379,OAF_raid_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_raid_fear.wav,fear,34386,1.5594557823129251
1666,YAF_chain_ps.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_pleasant_surprised/YAF_chain_ps.wav,surprise,41607,1.886938775510204
894,YAF_time_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_happy/YAF_time_happy.wav,happy,44308,2.0094331065759636
2605,OAF_bite_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_bite_sad.wav,sad,61254,2.7779591836734694
129,YAF_shack_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_shack_disgust.wav,disgust,57162,2.5923809523809522
2540,YAF_mill_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_mill_angry.wav,angry,46066,2.089160997732426
677,YAF_pearl_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_sad/YAF_pearl_sad.wav,sad,50820,2.3047619047619046
568,OAF_keen_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_keen_happy.wav,happy,41013,1.86
1358,OAF_young_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_young_fear.wav,fear,34336,1.55718820861678
559,OAF_tell_happy.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_happy/OAF_tell_happy.wav,happy,44720,2.0281179138321996
2600,OAF_gaze_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_gaze_sad.wav,sad,65618,2.975873015873016
1988,YAF_bite_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_bite_fear.wav,fear,33479,1.5183219954648526
2488,YAF_death_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_angry/YAF_death_angry.wav,angry,41780,1.8947845804988661
2122,OAF_rush_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_neutral/OAF_rush_neutral.wav,neutral,47821,2.1687528344671203
1189,YAF_wire_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_wire_neutral.wav,neutral,49139,2.2285260770975057
1321,OAF_fit_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_fit_fear.wav,fear,34919,1.5836281179138323
1485,OAF_keen_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_keen_angry.wav,angry,37767,1.7127891156462585
1592,OAF_deep_angry.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_angry/OAF_deep_angry.wav,angry,35547,1.612108843537415
1272,OAF_five_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_five_fear.wav,fear,37720,1.7106575963718822
1996,YAF_make_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_fear/YAF_make_fear.wav,fear,41890,1.8997732426303855
2783,OAF_choice_sad.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Sad/OAF_choice_sad.wav,sad,63418,2.8760997732426303
1145,YAF_road_neutral.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_neutral/YAF_road_neutral.wav,neutral,47607,2.159047619047619
1242,OAF_goose_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_goose_fear.wav,fear,35218,1.5971882086167801
189,YAF_shall_disgust.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/YAF_disgust/YAF_shall_disgust.wav,disgust,57000,2.5850340136054424
1200,OAF_third_fear.wav,/Users/miladshirani/Documents/Flatiron/phase_5/Emotional-Speech-Recognition/Toronto-Data/OAF_Fear/OAF_third_fear.wav,fear,35432,1.606893424036281
